1	50.560011044322444
1	122.20078408331442
1	147.39111957680399
1	166.85552404755512
1	197.59738849682705
1	231.09843357701823
1	246.21365408664073
1	261.35220581144392
1	278.26112811163165
1	298.42274239734218
1	349.91674980567808
1	365.91211197312975
1	414.98709827711644
1	443.80827952604841
1	462.6895595387964
1	490.28562225309309
1	519.89435910019506
1	536.51105084253254
1	555.62737869422392
1	576.33523923345251
1	612.25495251477514
1	645.03056797499357
1	728.13550144839257
1	751.44371596639223
1	765.80218382439318
1	786.79545579842124
1	851.39218142316315
1	882.9334827012874
1	902.49639479496648
1	939.65390159159858
1	954.97033088029855
1	970.83336788051713
1	997.9670422308684
